category,description
politics,"Former Vice President Joseph R. Biden Jr. urged patience on Friday as the vote count continued, but he expressed confidence in the coming result. The numbers “tell us a clear and convincing story,” Mr. Biden said in brief remarks just before 11 p.m. “We’re going to win this race.”"
politics,"MADISON, Wis. — Politicians who visit diners know the deal: In exchange for photos establishing their working-class bona fides, they must cheerfully accept heaping portions of unsolicited advice."
politics,"BATH TOWNSHIP, Mich. — Since he first hit the trail for his presidential campaign-in-waiting, Jeb Bush has repeated this line at event after event: “There are a whole lot of conservatives, they just don’t know it yet.”"
economy,"Elliott Management, the activist hedge fund run by Paul E.. Singer, has poached a top Citigroup executive to serve as its new chief operating officer, the firm announced in an internal memorandum on Friday."
economy,"THE address of Valley Springs Industrial Center in this enterprising pocket of Los Angeles County is 168 Mason Way, which means nothing to the English-speaking world, except perhaps those named Mason, and everything to the Chinese tenants who fill all but 2 of the 14 units."
economy,HEALTH insurance is not the only kind of insurance giving small-business owners fits these days.
economy,"Wall Street money helped fuel the North American energy boom in recent years. Now that oil prices have collapsed, Wall Street is again looking for ways to profit."
economy,"HERE'S one way of measuring the need for disaster help: through last week, the Small Business Administration distributed 741,917 loan applications for those hurt by Hurricane Katrina."
economy,"IN corporate America, health insurance is so important in recruiting and retaining employees that nearly every big company provides it. But among small businesses, about 40 percent of owners say they simply cannot afford the coverage. And many that provide it have been cutting back and shifting costs to their workers. A result is that more than half of the 41.2 million uninsured Americans are employees of small businesses."
economy,"Hong Kong — The China National Chemical Corporation said on Monday that it would buy the KraussMaffei Group, a German manufacturer of plastics and rubber processing machinery, for about $1 billion."
economy,"LONDON — The French luxury goods group Kering said on Wednesday that it had reached an agreement to sell the Italian shoemaker Sergio Rossi to the private equity firm Investindustrial, concluding months of negotiations."
economy,"Johnson & Johnson said on Monday that it would sell its Cordis business, which makes vascular technology, to Cardinal Health for just under $2 billion."
economy,"Bank of America Merrill Lynch has hired Lewis Steinberg, a senior banker from Credit Suisse, to serve as its in-house tax expert, the firm announced in an internal memorandum on Monday."
entertainment,"HIGHLIGHTS of the week's films on television include a thriller set in post-World War II Paris, a tough western with two veteran stars, a Shakespearean master-piece and a model Hollywood version of a classic British novel."
entertainment,"ROSIE O'DONNELL didn't even hesitate when asked why the Tony Awards, celebrating achievements in New York theater, should be broadcast to a nationwide audience."
entertainment,"A YOUNGER incarnation of Gotham City's favorite caped crusader has been fighting crime for the past week in ""The Batman,"" a new animated series that had its premiere on Sept. 11 as part of the Kids WB programming block on Channel 11."
entertainment," Oscar nominations, announced on Feb. 12, don't offer video dealers much new to trumpet. ""Moulin Rouge"" has been around on videocassette and DVD since December, and none of the other best-picture nominees are coming anytime soon. Only ""Gosford Park"" has a release date scheduled: May 28. ""The Lord of the Rings: The Fellowship of the Ring,"" the candidate with the clumsiest title and most nominations (13), ""A Beautiful Mind"" and ""In the Bedroom"" should be along in the summer or fall. "
entertainment,"BRIAN DENNEHY was aboslutely certain when he took on the role of Willy Loman that there was only one satisfying way for audiences to experience ''Death of a Salesman,'' and that was by watching it on a stage, in the brutal and shattering flesh."
entertainment,"PLEASANT pick-me-ups for the spirit, ranging across a spectrum from frothy farce to fact-based inspiration, dot the cinematic landscape this week."
entertainment,STAR turns provide the interest in a variety of films on television this week.
entertainment,"Do you have guts? That's the question raised by the highly excitable man with a receding hairline and the preternaturally peppy woman with an English accent -- the Regis and Kathie Lee, perhaps, of children's television -- as they welcome the world to a new Nickelodeon show: ""Global Guts."""
entertainment,"FOR nine years, NBC's ''E.R.'' beat back everything CBS threw at it. ''Chicago Hope,'' ''The Agency,'' ''Diagnosis Murder'' and ''Big Apple'' came and went, and ''48 Hours'' endured bridesmaid status for several seasons."
entertainment, Opening This Week 
politics,Follow our live updates on the Supreme Court’s ruling on Trump’s ballot eligibility.
politics,Follow our live coverage of the 2022 midterm elections for the latest news and updates.
politics,"As seven Republican presidential contenders debated on Wednesday night in California, former President Donald J. Trump, the front-runner for the nomination, spoke at an auto parts plant in Michigan, where he assailed President Biden’s policies embracing electric vehicles."
politics,"Rudolph W. Giuliani weighed in on the question of Muslims cheering in America after the attacks of Sept. 11, 2001, and concluded that while he recalled some pockets of celebration in New York City, Donald J. Trump’s claim about thousands of revelers in New Jersey was an exaggeration."
politics,[Follow our live Biden vs. Trump 2020 election coverage.]
politics,"President Biden held a notable but not overwhelming financial advantage at the end of last year over his chief Republican rival, former President Donald J. Trump, an encouraging sign for an incumbent struggling to generate robust enthusiasm among the Democratic grass roots."
